artist,song,link,text
Ian Hunter,Once Bitten Twice Shy,/i/ian+hunter/once+bitten+twice+shy_20066554.html,"(Ian hunter)  
  
Well the times gettin' hard for you little girl  
I'm a hummin' and a strummin' all over god's world  
You don't remember when you got your last meal  
And you forgot just how a woman feels  
You didn't know what rock n' roll was  
Until you met a drummer on a greyhound bus  
I got there in the nick of time  
Before he got his hands across your state line  
  
Well in the middle of the night  
On the open road  
And the heater don't work and it's oh-so cold  
You're gettin' tired baby, you're lookin' kinda beat  
The music of the street, drive you off your feet  
You didn't know how rock n' roll looked  
Until you caught your sister with a guy from the group  
Half-way home in the parking lot  
By the look in her eyes she was givin' what she got  
  
Once bitten twice shy, babe  
  
Woman you're a mess gonna die in your sleep  
All the blood on my hand and my les paul heat  
I can't leave you home cos you're runnin' around  
My best friend told me you're the best trick in town  
  
You didn't know that rock n' roll burned  
So you bought a candle and you loved and you learned  
You got the rhythm, you got the speed  
Mamma's little baby likes it short and sweet  
  
Once bitten twice shy, babe  
  
I didn't know ya got a rock n' roll record  
Until a saw your picture on another guy's jacket  
You told me I was the only one  
And look at you now, well it's dark as it's dumb  
  
Once bitten twice shy, babe

"
Ian Hunter,You Stepped Into My Dreams,/i/ian+hunter/you+stepped+into+my+dreams_10143455.html,"(Ian Hunter)  
(Transcribed by Colin Ford)  
That's it baby, take one last look  
We gotta go catch a plane  
Then you won't die, and I won't die  
But we won't ever be the same  
Oh I can feel a mood coming down on me  
Such a good thing disappears  
I can sense the loss creeping up on us  
And it's deeper than any tears I've known  
You stepped into my dreams  
You opened up the door  
You stepped into my dreams  
I want you back for more  
You stepped into my dreams tonight  
In the shadows of the night you're sorry  
In the morning we was gone  
Won't you blow a kiss to me baby  
We both gotta be moving on  
Sometimes you see a lover and she's made for love  
But you let that lover slip by  
You believe and yet she's so hard to get  
And you never know the reasons why  
She stepped into your dreams  
She opened up your door  
She stepped into your dreams  
You want her so much more  
She stepped into your dreams tonight yeah  
Oh when you're doing what you're doing  
What do you think of me babe  
There ain't much else to say  
In another time, in another place  
Things might have turned out okay  
I can feel a darkness I can never conceal  
Sometimes I get just a little insane  
I can feel emotions like the mighty oceans  
They're driving me again, and I know  
You stepped into my dreams  
You opened up the door  
You stepped into my dreams  
I want you back for more  
You stepped into my dreams  
And I don't know what to do  
I'm so scared of losing you.  
  

"
Ian Hunter,Big Time,/i/ian+hunter/big+time_20066613.html,"(ian hunter)  
One more town on the merry-go-round  
One more room with no view  
One more punk eatin' nothing but junk  
Trin' to make a phone call to you  
Well maybe I'll never, get myself together  
But something's in the back of my mid  
It only takes one call-you can laugh at 'em all  
You're never too small to hit the big time  
One more slob feeling sick as a dog  
After one more night on the booze  
One more dive more dead that alive  
Tryin' to get my message through  
Now, maybe I'll never get my self together  
Maybe it's the end of the line  
But I'm having a ball-bouncin' off the walls  
You're never too small to hit the big time  
You're never too small, you're never too small  
You're never to small to hit the big time  
They can make you crawl, they can make you fall  
But you're never to small to hit the big time  
You're never too small, you're never to small  
You're never too small to hit the big time  
If you're fat, if you're bald it don't matter at all  
'cause you're never to small-I said you're never to small  
To hit the big time (yes indeed)  
(the big time(- limousines)  
(the big time)-you can have it all  
(the big time)- I say you're never too small  
One more crowd shoutin'-turn it up loud  
One more rose at my feet  
One more ring from that cute little thing  
One more reason to cheat  
Well, maybe I'll never get myself together  
Maybe it's the end of the line...  

"
Insane Clown Posse,"Intro (Forgotten Freshness, Vol. 3)",/i/insane+clown+posse/intro+forgotten+freshness+vol+3_20947935.html,"(Icp) You should be visited by a dark curacies. A curacies called pain and  
Anguish. Welcome lades and gatemen step right up and become part of the show.  
Deal with your own creation.  
(Narrator) Friday March 4th at St. Androids will tremble to it's rafters of  
Psychopathic records unlaces the dark power of the Ringmaster and icp.  
(Icp) You can sit up in the front with the Ringmaster  
With the Ring-a-ding-ding-a-ling-a-ping-master.  
Well come lades and gatemen to the museum the Wax museum.  
(Narrator) icp returns with the Ringmaster tour that puts the ghetto in your  
Face.  
(Icp) So how's going Chicken Huntin?  
Wes going Chicken Huntin.  
Everybody's singing that southwest song. Awwooooooooo.........  
(Narrator) Not recommended for all ages. You can get your tickets now at St.  
Androids box office or Ticket master or charge by phone at  
(810) 645-6666  
(Icp) Everybody's singing that southwest song.  
(Narrator) Friday March 4th at St. Androids Hall 431 East Congress Down town  
The Ringmaster tour with icp.  
(Icp) Psychopathic!!!!!

"
Luther Vandross,The Second Time Around,/l/luther+vandross/the+second+time+around_20489445.html,"(If at first in love you lose)  
(Don't give up, try again)  
And love will be better (Yeah), better than ever (Oooh Yeah)  
The second time (Around) around  
Ooo Yeah  
Love will be better (Yeah), better than ever (Oooh Yeah)  
The second time (Around) around  
Yeah  
  
So you wanted to be  
Everything you'd heard him say he'd always needed  
But, you're my everything and you mean the world to me  
Were things that he never said  
  
It's such a silly thing  
For you to say  
That you don't want love around  
Don't you know that ...  
  
Love will be better (Yeah), better than ever (Oooh Yeah)  
The second time (Around), around  
Ooo Yeah  
Love will be better (Yeah), better than ever (Oooh Yeah)  
The second time (Around)  
Yeah  
  
I wish there could be  
The kind of love  
Where there would be no wrong (No wrong, never be no wrong)  
So that heartache and pain  
And the misery of a bad love  
Would all be gone  
  
To get over the first love  
Is kinda hard, baby  
But, don't let it get you down  
Don't you know that ...  
  
Love will be better (Yeah), better than ever (Oooh Yeah)  
The second time (Around) around  
Ooo, Yeah  
Love is gonna be better (Yeah)  
Better than ever, (Oooh Yeah) Yeah  
The second time around  
Yeah  
  
To get over the first love  
Is kinda hard, baby  
But, don't let it get you down  
Trust me, baby  
(Love will be better)  
If you trust me, baby  
(Better than ever) (Try me)  
You can love me, baby  
(The second time around)  
  
I really do believe you should try me, baby  
(Love will be better) Yeah  
(Better than ever) (Try me)  
Try me Yeah  
(The second time around) (Around, around)  
  
(Love will be better)  
If you trust me, baby  
(Better than ever)  
You can love me, baby  
(The second time around)  
I really do believe  
(Around, around)  
  
(Love will be better)  
I know  
(Better than ever)  
Next time it will  
(The second time around)  
Your love  
(Around, around)

"
The White Stripes,Catch Hell Blues,/w/white+stripes/catch+hell+blues_20429003.html,"(If you go looking for hot water, don't act shocked when you get burned a
little bit.)  
  
If you really want some hot water, I can help you find it.  
  
Oh  
Oh  
Ah yeah  
  
Well, if they catch me around, you're playing rock the boat  
I'm gonna catch Hell  
And if you're throwing your voice in bed singing a note  
I'm gonna catch Hell  
I know it  
  
That's right  
Try and catch me  
  
Oh yeah  
  
Tricky, tricky  
Yeah  
  
Oh  
Oh  
  
If you're getting tricky, lying to yourself  
You're gonna catch Hell  
And if you're testing God, lying to his face  
You're gonna catch Hell  
C'mon  
  
Hey  
That's it  
They're gonna catch you  
They're gonna catch you

"
Ariana Grande,Right There,/a/ariana+grande/right+there_21066588.html,"(If you wanna party, if you, if you wanna party)  
Then put your hands up (Put your hands up)  
(If you wanna party, if you, if you wanna party)  
Then put your hands up (Put your hands up)  
You got it, you got it babe  
You got it, you got it babe  
You got it, you got it baby  
You got it, you got it babe (Sean Don! Okay, this, this)  
  
This for my number one girl who got the top spot title  
Spent a hour in the bathroom walked out looking like a model  
God! Doing what you do, got me right there with Apollo  
On the moon, Who needs genies in a bottle girl  
If they already got you  
  
Boy you make me feel so lucky  
Finally the stars align  
Never has it been so easy, to be in love  
And to give you this heart of mine  
You know what I need (Eh! )  
I know what you like (Eh! )  
Put it all together baby we could be alright (Hey)  
How could this be wrong  
When it feels so right  
Yeah, I really love you I really love you  
  
And I'll never let you go  
You should know  
I'm never gonna change  
I'm always gonna stay  
You call for me, I'm right there (right there)  
Right there (right there)  
'Cause you listen  
And you care  
You're so different  
No one compares  
And if you never change  
I'm gonna stay right there  
I'll always be right there  
  
You got it, you got it babe (If you wanna party, if you, if you wanna party)  
You got it, you got it babe (If you wanna party, if you, if you wanna party)  
  
And I get butterflies, just thinking  
About you boy, you're on my mind  
Sometimes I catch myself daydreaming  
Lost in in your eyes and I lose all track of time  
You know what I need (Eh! )  
I know what you like (Eh! )  
Put it all together baby we could be alright (Hey)  
How could this be wrong  
When it feels so right  
I really need you  
I really love you whoa  
  
And I'll never let you go  
You should know  
I'm never gonna change  
I'm always gonna stay  
You call for me, I'm right there (right there)  
Right there (right there)  
Cause you listen  
And you care  
You're so different  
No one compares  
And if you never change  
I'm gonna stay right there (What, Okay, What)  
I'll always be right there  
  
Now if all fell through it  
Would you catch me before the pavement  
If my Benz turned back to Public Transportation  
Would you still be at home for me with the candles waiting  
And get my mind back adjacent to the place of a young visionary  
A player too, you know I have some girls missionary  
My black book, and numbers thicker than the dictionary  
And bible I got to recycle  
I love and I like you  
Five course meals even though you don't mind a drive-thru  
That's why I got you  
  
And I'll never let you go (I got you)  
You should know  
I'm never gonna change  
I'm always gonna stay  
You call for me, I'm right there (right there)  
Right there  
Cause you listen  
And you care  
You're so different  
No one compares  
And if you never change  
I'm gonna stay right there  
I'll always be right there  
  
(If you wanna party, if you, if you wanna party)  
You got it, I'll always be right there  
Always be right there, you got it, you got it babe  
You got it, you got it babe  
You got it, you got it babe  
You got it, you got it babe

"
Puff Daddy,I Love You Baby,/p/puff+daddy/i+love+you+baby_20112069.html,"(I'll always be there for you)  
[puff]yeah  
(I'll never betray you)  
[puff]mmm, mmm, mmm  
(I love you baby)  
[puff]i love you baby  
  
Verse one: black rob  
  
I met her uptown on dyckman, aight then  
Talkin that, how she only dealt with businessmen  
Niggaz baggin joints, money off and on the books  
The ones who stand firm like ain't, nuttin shook  
About them, I doubt them cats waitin for me  
You know them niggaz, them big dudes across the street  
She say, ""yeah, they from over on mayfair""  
Bullets from out of nowhere, told her to stay there and duck down  
I hit the ground but managed to pull a piece out  
This bitch over them with them pointin the chief out  
They want beef out here, they gon' get it  
In the worst way, i'ma show em how black play  
Roll the dice, fuckin with me is like snake eyes  
I break guys, sit back and watch my cake rise  
It's all about the benjamins, true that be the motto  
Ran out of ammo and started, throwin bottles  
Runnin, and I ain't lookin back for shit  
Crooked ass bitch, today I get you back for this  
(I'll get you back)  
  
Chorus: repeat 2x  
  
I love you baby no you don't  
You drive me crazythat's right  
I'll never betray theeuhh  
I love you babyc'mon  
  
Verse two: black rob (starts rapping during the chorus)  
  
Yo since the last altercation I been goin to street  
Seein honey at the club ery week and I speak  
I'ma rock that ass to sleep before I strike  
I ain't know the real deal until last night  
How, one of them brothers was locked with bankroll  
Used to call my crib to see seventy-four  
Kick rhymes over the phone for hours he had the dac  
Babe bro told him, 'you wanna get money, see black  
When you get home', we never had chance to get up  
And wouldn't have, if his gun had left me hit up  
He'd explain how his whole crew was slappin honey  
Besides all that, she owed them cats a lot of money  
Funny how it's a small world, baby girl  
Youse about to get, fucked with no jail  
I'ma sit back and watch this cake finish bakin  
And plan your extermination, word  
  
Chorus  
  
Verse three: puff daddy  
  
It took a while to peep your style, miss i-be-in-workin  
Low profile single, house in staten island  
And manhattan while, them same cats  
You sent to get me boo, is on they to get you  
Fuckin witchu, that small time crack dealin nigga  
He a bitch too, they gon' bust his shit too  
Shit's real, you think you gonna set me up  
And get away scot free without some type of injury  
Nah kill it, i'ma flip the script on you  
Same thing you did to me, i'ma do it to you  
Who knew she was the female rambo  
Fill one of they chest with four soon as he came in the door  
Life is out, snuffed all they mans in  
In the end, she had to be the last bitch standin  
Not for long the buck the forty-four strong  
Just like that she was gone, now it's over  
Assumin I'll go back to my everyday life  
Of a rich millionaire just rockin the mic  
Gotta pause, and think about honey no doubt  
And admire how the chick went out  
  
Chorus: repeat to fade

"
Eddie Cochran,I Hate Rabbits,/e/eddie+cochran/i+hate+rabbits_20773811.html,"(I'm a rabbit ooh-ooh) (I hates rabbits! )  
Got that rabbit on the run, chase that rabbit with my gun  
No long-ear rabbit laugh at me (I'm here, mail-special! )  
Got a great big rabbit-trap, long-ear rabbit don't know that  
The cotton-tale's gonna change his habbit (I hates rabbits! )  
Well now I been readin' in my magic book  
If I'm gonna have any luck with you  
I gotta have a rabbitsfoot  
The rabbit tries to change his looks  
He been readin' disguise books, but rabbit-rabbit  
(I hates rabbits! )  
  
The rabbit tried to set a trap  
But I'm too smart to fall for that  
I doubled back and really fooled him  
(Hey-hey, what's happening Mack?)  
The rabbit ran up a hollow log  
Stopped to talk to an old bullfrog  
Showed that cotton-tale how to can him (I hates rabbits! )  
Well now I been readin' in my magic book  
If I'm to have any luck with you, I gotta have a rabbitsfoot  
The rabbit's swimmin' in the river  
I'll just wait 'cause I'm no swimmer  
To catch a rabbit's lots of plannin'  
(Oh boy) (Man, what a champion) (I hates rabbits! )

"
Conway Twitty,Goin' Home,/c/conway+twitty/goin+home_20206724.html,"(I'm going home)  
Yes, I'm going home, (going home)  
Back to where I belong (I'm going home)  
Yes, I'm going home, (going home)  
Been away too long (I'm going home)  
Since I've been eveywhere (going home)  
Uh Ugh my friends are there (I'm going home)  
I'm going back to stay, (going home)  
I'll soon be on my way (I'm going home)  
And this you can believe  
That I'll never ever leave. (I'm going home)  
  
Yes, I'm going home, (going home)  
Never more to roam (I'm going home)  
Yes, I'm going home, (going home)  
Back where I belong (I'm going home)  
Yes, I'm going home, (going home)  
Never more to roam (I'm going home)  
My friends all hope and pray, (going home)  
That I come back someday (I'm going home)  
And if I find my way, (going home)  
It's there I'm gonna stay (I'm going home)  
No matter where you are,  
They'll never be to me  
A place like home. (I'm going home)  
  
Yes, I'm going home, (going home)  
Never more to roam (do wah wah)  
And if you don't believe, (do wah wah)  
That I, I'm gonna leave (do wah wah)  
Just stand there (do wah wah)  
Watch me walk away (do wah wah)  
Tell, everyone you know (do wah wah)  
I just had to go (do wah wah)  
Tell 'em I (I), I (I), (I, I, I)  
I'm going home. (I'm going home)  
  
Yes, I'm going home (going home)  
Never more to roam (I'm going home)  
Yes, I'm going home, (going home)  
Back where I belong (I'm going home)  
My friends all hope and pray, (going home)  
That I come back someday (I'm going home)  
If I find my way, (going home)  
It's there I'm gonna stay (I'm going home)  
This you can believe  
I'll never ever leave. (I'm going home)  
  
Yes, I'm going home, (going home)  
Back where to I belong (I'm going home)  
Yes, I'm going home, (going home)  
I've been away too long. (I'm going home)...

"
George Michael,Waltz Away Dreaming,/g/george+michael/waltz+away+dreaming_20059307.html,"(I'm here if you see me)  
She's got a song in her head and she'll sing to me  
She's got a laugh that reminds me of why she's in love with me  
She'd never let show she was lonely in case it had frightened me  
She was carpet and stone, independent, alone  
But this love always shone around me every time, oh  
  
Waltz away dreaming till your day begins again  
Free from the seasons and this state I'm in  
And oh, I can't hold it all under one love  
It was so long ago when we danced in the streets  
Now you fly like an eagle above while I waltz away anyway  
And I'm waltzing my days away  
Searching for this woman I love  
  
(I'm here if you see me)  
She had a history, joy and pain, and she chose to leave  
She had a thousand and one photographs that you would not believe  
She'll come to you in disguise, she's there in you children's eyes  
Still our mother, she's still your wife  
So let her  
  
Waltz away dreaming till your day begins again, oh yeah  
Free from the reasons and this state I'm in  
And oh,(trust me) I can't hold it all  
(she ain't going anywhere) under one love  
(trust me, she told me, when you're ready she'll be there)  
It was so long ago (no, don't let go of her)  
When we kissed in the streets  
Now you fly like an eagle above while I waltz away anyway  
Then I'm waltzing my days away  
Searching for this woman I love  
  
(and the moment you see me, I will live in your life)  
(we will walk through my garden, I will see through you eyes)  
Waltzing my days away (and the moment)  
I was in despair (you see me) till she found me there (I will live)  
Every grown man cries (in your life) with his mother's eyes  
(we will walk) when you're ready too (through my garden)  
She'll come back to you (I will see through your eyes)  
Waltzing my days away (and the moment) she's waiting  
(you see me, I will live in your life)  
Waltzing my days (we will walk) she's waiting  
(through my garden, I will) father (see through your eyes)  
She's waiting (and the moment you see me)

"
George Harrison,His Name Is Legs,/g/george+harrison/his+name+is+legs_10129492.html,"(i'm not cheating)  
  
Oooh, oooh  
Everything is dinky doo  
Everything you do  
You, the king of la-di-da  
Pretty very out far  
Never oversits, he understands  
Like the back of the hand  
He should sing in a band, oh yeah  
  
Oooh, oooh  
People think he's loopey loo  
And when they look at his shoes  
He's a rocking sausage roll  
He gets it in the goal  
Healthy little 'brown affair'  
And when he washes his hair  
He'll get a round or a square  
Get them singing  
  
Oooh, oooh  
Everyone from oxford town  
Way down to the rio grande  
  
Knows his harbour quays  
His skin tight hands, without seggs  
His name is legs  
  
[talking]  
  
Oooh, oooh  
Coolies sweating in hong kong  
Run along to the mardi grass  
  
Risking asian flu to meet the man  
Who lays the eggs  
His name is legs  
  
He's a cure for whooping cough  
And if the going gets rough  
Get lined up, come sikh, come czar  
No matter who you are  
We could get along and slide a rule  
And if you don't play fools  
While larry plays pool  
You'll hear him singing  
  
Oooh, oooh  
[talking]  
Oooh, oooh

"
Roxette,Teaser Japanese,/r/roxette/teaser+japanese_20691647.html,"(In Japanese)  
As my hair is touching your shoulders  
Red winds are singing all over town  
Oriental! Hey-Ho! She's gonna be there climbing the stair.  
Flag waving up in the air.  
She's gonna be there, jungle somewhere...  
And Boy - Take your eyes away from her.  
And Boy - Lay them on another girl.  
She's a Teaser Japanese.  
She's a Teaser Japanese.  
She's a Teaser Japanese.  
And Boy - You're gonna get burned Queen of Arts!  
Hey-Ho! Eyes of black meet eyes of blue.  
Beast and Beauty, wave goodbye.  
Sayonara Moon up in the sky.  
And Boy - Take your eyes away from her...  
(in Japanese) I wish to say many things -  
But you are not here.  
I want to ask you a lot -  
But you are not here.  
You promised to be back soon,  
Was it only to comfort me?  
I do want to see you again  
And Boy - Take your eyes away from her...  
(in Japanese)  
I beg you to return to me

"
Usher,Mars Vs. Venus,/u/usher/mars+vs+venus_20878870.html,"(initiate radar)  
  
Your eyes say it all (all)  
All  
They're fixed upon an object of desire  
You can't control (control)  
No (No)  
But gravity compels you to ignite (ignite)  
And explode (explode)  
Oh  
Til our time and space combine you'll fantasize (size)  
The unknown  
Ooh  
  
Girl it's taking off the ground  
You know how I put it down  
Have you seeing stars baby  
  
This is the big bang so unpredictable  
Sex, love  
And find out whose in control  
Mars verses Venus  
But when the worlds collide  
This is the big bang  
Step into the ring of fire  
Sex, love  
Lets find out who can tame desire  
  
Seduce and analyze  
Yeah  
Objective is to conquer deep  
And I, make paradise  
  
Girl it's taking off the ground  
You know how I put it down  
Have you seeing stars ooh  
  
[Repeat: x2]  
This is the big bang so unpredictable  
Sex, love  
And find out whose in control  
Mars verses Venus  
But when the worlds collide  
This is the big bang  
Step into the ring of fire  
Sex, love  
Lets find out who can tame desire  
  
Pitch black  
Across amidst the galaxy between the sheets  
Want that only you and I  
Generate when we collide  
Hold that  
Don't make my emotions peak  
If I let go then I'll be weak  
Your control is my defeat  
I repeat never never never never  
Will I give up no no no no  
(I ain't givin' up no)  
  
[Repeat: x2]  
This is the big bang so unpredictable  
Sex, love  
And find out whose in control  
Mars verses Venus  
But when the worlds collide  
This is the big bang  
Step into the ring of fire  
Sex, love  
Lets find out who can tame desire  
Mars verses Venus  
  
But when the worlds collide  
  
I don't know if I win  
But I know that I wanna do it again  
  
I don't know if I win  
But I know that I wanna do it again  
  
I don't know if I win  
But I know that I wanna do it again, yeah  
  
I don't know if I'll ever win  
Mars verses Venus

"
Ufo,In The Middle Of Madness,/u/ufo/in+the+middle+of+madness_20141837.html,"(instrumental intro)  
Don't you really love her, don't you really care  
You've been looking forever, how did she get you there  
In the middle of madness, when all has gone  
In the middle of madness, she walks, she breathes babylon  
Isn't she so pretty, isn't she so fine  
Haven't you been blessed to hold her all the time  
In the middle of madness, when all has gone  
In the middle of madness, she walks, she breathes babylon  
(can't figure out this part)  
(instrumental)  
Have you found a heaven, try to see the worth,  
Looking at the future, she's right here on earth  
In the middle of madness, when all has gone  
In the middle of madness, she walks, she breathes babylon  
In the middle of madness, when all has gone  
In the middle of madness, she walks, she breathes babylon  
(fade out)  

"
Ufo,Rise Again,/u/ufo/rise+again_20141846.html,"(instrumental intro)  
Going to jamaica,  
Warm and coral waters flow  
There she goes  
Sun kissed her body, in this magic feel love grow,  
Love grows  
Feel like letting go  
Hey mr. Saturday night  
? ? right out the hole  
It stops in a minute,  
It's right down in it  
Hey, we're really back on a roll  
I don't know why, I don't know why  
Feel so good I could die, I could die  
Great escape, I'll be there, by the skin of my teeth, on a wish and a prayer  
With a head full of hammers, both feet in the grave, I'm gonna stand I'm gonna
rise again  
Dream time (lavinia? ? ),  
Even though the odds are stacked, she's coming back  
(moon monkeys barking? ) in a bitter chocolate glow,  
There she goes, feel like letting go...  
Hey, mr. cool jazz nights, let the fever go,  
It stops in a minute, I'm down in it  
Hey, play it long and slow  
I don't know why, I don't know why,  
Feels so good I could die, I could die,  
With a great escape, I'll be there, by the skin of my teeth on a wish and a
prayer  
With a head full of hammers, both feet in the grave, I'm gonna stand I'm gonna
rise again  
(instrumental)  
With a great escape, I'll be there, by the skin of my teeth on a wish and a
prayer  
With a head full of hammers both feet in the grave, I'm gonna stand I'm gonna
rise again  
I've been stricken, I'll be there, by the skin of my teeth on a wish and a
prayer, and I'm  
Not going down, both feet in the grave, I'm gonna stand I'm gonna rise again.  
Dream time (lavinia? ? )  
Feel like letting go.  
(end!)  

"
Ufo,Love Is Forever,/u/ufo/love+is+forever_20141839.html,"(instrumental intro)  
I don't want to settle down  
Stop my heart and turn around  
Rebel nature, just got to be free  
I'm in the right place, right place to be  
Washers, dryers, dealers, and souls  
Looking into the fire  
Flat caps, whippets, lovers, and wives  
Balanced out on the wire  
And she said  
Love is forever babe  
Love is a tool  
Servant for jesus  
A slave for a fool  
I look out through love's back door  
I escape but not any more  
Revelation help me see  
I'm in the wrong place, the wrong place to be  
Washers dryers dealers and souls  
Looking up to rise higher  
Flat caps whippets lovers and wives  
Balanced out on the wire  
And she said  
Love is forever babe  
Love is a tool  
Servant for jesus  
Slave for a fool  
Love is for worshipped  
Love is a test  
Love is a firebrand burnin'  
A hole in her breast  
Love is ...  
(instrumental)  
Washers dryers dealers and souls  
Looking into the fire  
Flat caps, whippets, lovers and wives,  
Balanced out on the wire  
And she said  
Love is forever babe  
Love is a tool  
Servant for jesus  
Slave for a fool  
Love is for worship  
Love is a test  
Love is the firebrand burning  
A hole in her breast  
Love is a blossom  
Love is a lie  
She said be careful boy  
This ain't no wild cherry pie  
Love is forever, love is forever, love is forever (fade out immediately)  

"
Ufo,Midnight Train,/u/ufo/midnight+train_20141841.html,"(instrumental intro)  
Oh my darling will you come to me  
Shaking now just like a willow tree  
So tell me what's the story  
This track we'll ride to glory  
Coming home  
Pretty karla and her russian clothes  
Clapboard house and a different nose  
Love keeps a candle burning  
These steel wheels are turning  
Back for home  
Come in out of the rain  
Come out of the night  
Out on the midnight train  
Midnight train  
Come out of the light  
Come out of the rain  
Riding the midnight train  
Midnight train  
Moscow lights, well they dim and glow  
The taste is sweeter than it's driven snow  
So tell me what's the story  
This track to ride to glory  
Coming home  
Come out of the rain, come out of the lights,  
Out on the midnight train, midnight train  
Come out of the lights, come out in the rain,  
Riding the midnight train, midnight train  
(instrumental)  
Oh my darling will you come to me  
Shaking now just like a willow tree  
Come out of the lights, come out in the rain,  
Riding the midnight train, midnight train  
Out of the rain, live again, riding the midnight train, midnight train  
Come of the lights, into the rain, riding the midnight train, midnight train  
One little strange, come back again  
(instrumental fade out)  

"
Ufo,Unraveled,/u/ufo/unraveled_20141851.html,"(instrumental intro)  
Yes she will be beautiful  
And you will be vain  
When the honeymoon is over  
She will suck out your brain  
Give me back my life  
Give me back my call  
Simply set me free  
Stop banging my head on the wall  
  
Put a black hat on me  
Take out a voodoo bone  
And the scars across my ceiling  
They paint a picture to the great unknown  
I'm coming unraveled  
Spinning out of control  
Becoming unstable  
It's taking it's toll  
And the lamps keeps sliding  
Across the kitchen floor  
And there's something to remember  
Is this the life of a cross-cut saw  
And I'm coming unraveled  
Spinning out of control  
I'm becoming unstable  
I'm still paying the toll  
Great expectations will have a glitch  
Searching for power, may kill the bitch  
Theater of pain  
Love or lust in vain  
Unraveled again!  
Give me back my life,  
Give me back my call  
Simply set me free,  
Stop banging my head on the wall  
She will be beautiful,  
And you will be vain  
When the honeymoon is over,  
She will suck out your brain  
I'm coming unraveled,  
Spinning out of control  
I'm becoming unstable,  
And I can't, I can't let go  
(instrumental)  
Coming unraveled,  
Spinning out of control  
Becoming unstable  
Nobody, nobody knows  
I'm coming unraveled,  
Spinning out of control  
Becoming unstable,  
I can't, I can't let go  
(instrumental and vocals fade out)  

"
Ufo,Cowboy Joe,/u/ufo/cowboy+joe_20141835.html,"(instrumental)  
I'm not looking to change your mind,  
There's a place, call it home  
It's no secret, the world unwinds  
Maybe now you're not alone  
It's just another day  
In the life of cowboy joe  
Straitlaced to the bone  
(this story will not play? )  
You take the wheel and play the chance  
Suddenly the room's divided  
As in the way of true romance  
It's always undecided  
It's just another day  
In the life of cowboy joe  
Shipwrecked to the bay  
(this story will not play? )  
Every time he climbs back up  
Smacked down with a dime  
It's evens or odds now  
Just ran out of time  
(instrumental)  
Love's a struggle, there's a fight  
No bone of contention  
So unhappy, well here's the bite  
That's the mother of invention  
It's just another day  
In the life of cowboy joe  
Strange place to play  
It's just another day  
In the life of cowboy joe  
(fade out)  

"
Ufo,Fool's Gold,/u/ufo/fools+gold_20141836.html,"(intro)  
Fool's gold, sparkling like the midnight sun  
Fool's gold, touch the ivory handles on my gun  
(sold out to me? ), charlatans and thieves  
(so wrong not to see? ), jokers and the priests?  
Fool's gold, stranded on a (point gloss? ) sea  
Fool's gold, nothing here and nothing to see  
(sold out to me? ), the weasels and the feared  
(and it's so wrong not to see? ), the ghosts of the disappeared  
All gone away...  
(instrumental)  
Sometimes, when I'm touched by love, by hate, or by the grace of god  
Sometimes, in the dark when hope is fading,  
Or no longer flies,  
I won't sympathize  
Spend my time getting high  
Someone came to rescue me, lit up like a christmas tree  
Tired of living on my own, someone came and take me home  
Sometimes, this jungle life is boring, pawing,  
Ready for a feast, someone kill the beast  
Outside, streets are teeming, breathing heavy,  
Ready to explode, my brother's heavy load,  
What you reap is what you sow  
Someone came to rescue me  
Lit up like a christmas tree  
Stranded here on my own  
Someone came to take me home  
(instrumental)  
Someone came to rescue me, lit up like a christmas tree  
When I'm out here on my own, someone came and took me home  
Someone came to rescue me, lit up like a christmas tree  
Stranded here on my own, someone came and took me home  
(instrumental fade out)  

"
Ufo,Miss The Lights,/u/ufo/miss+the+lights_20141842.html,"(intro) walking tall, full of tedious charm,  
The smoothest (? ? ? ) in (? ? ? )  
The mission boys all cross their palms  
Don't you know who I am  
I guess you miss the lights? huh!  
I guess you miss the fame  
I guess you miss everybody  
Hanging onto your name  
Little caesar is prince of the city  
? ? ?  
In this town there's no pity  
This man stands alone  
I guess you miss the lights - ha!  
I guess you miss the fame  
I guess you miss everybody  
Hanging onto your name  
Sometimes when you're all alone  
And the blue turns to gray  
Better get down on those pinky knees,  
And you start to pray  
I guess you miss the lights - ha!  
I guess you miss the fame  
I guess you miss everybody  
Kiss-kissing your name  
(instrumental)  
A glimmering ? , a twilight star  
And so much love for show,  
A returning wave from the gallery bar  
And share the afterglow  
I guess you miss the lights  
I guess you miss the fame  
I guess you miss everybody  
Hanging onto your name  
Ha!  
I guess you miss the lights  
I guess you miss the fame, haha!  
I guess you miss everybody  
Hanging onto your name  
(fade out music and chorus)  
I guess you miss the lights  
I guess you miss everybody  
Kiss-kissing your name  

"
